,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
15,2015/9/13,187,4096.12,1750,1767,0,579,224,356,0,organic,2015,StLouis
16,2015/9/6,196,4167.78,1927,1974,0,267,47,220,0,organic,2015,StLouis
17,2015/8/30,192,4241.75,1560,2047,0,635,85,550,0,organic,2015,StLouis
18,2015/8/23,197,4065.69,1954,1731,0,381,151,230,0,organic,2015,StLouis
19,2015/8/16,207,3522.67,1696,1464,0,362,362,0,0,organic,2015,StLouis
20,2015/8/9,197,3502.37,2209,823,0,470,470,0,0,organic,2015,StLouis
21,2015/8/2,187,3956.75,3130,7,0,820,820,0,0,organic,2015,StLouis
22,2015/7/26,191,3005.89,2170,20,0,816,816,0,0,organic,2015,StLouis
23,2015/7/19,186,3095.1,1758,910,0,427,109,317,0,organic,2015,StLouis
24,2015/7/12,192,4163.22,1502,2048,0,613,20,593,0,organic,2015,StLouis
25,2015/7/5,186,4129.23,2030,1665,0,434,30,404,0,organic,2015,StLouis
26,2015/6/28,200,3134.16,1102,1669,0,363,63,300,0,organic,2015,StLouis
27,2015/6/21,183,3485.49,2154,1059,0,272,125,147,0,organic,2015,StLouis
28,2015/6/14,185,2937.84,1911,827,0,200,93,107,0,organic,2015,StLouis
29,2015/6/7,192,3892.36,1910,1705,0,278,103,174,0,organic,2015,StLouis
30,2015/5/31,206,3762.06,1430,2098,0,234,123,111,0,organic,2015,StLouis
31,2015/5/24,204,4105.58,1591,2271,0,244,57,187,0,organic,2015,StLouis
32,2015/5/17,201,3450.38,1372,1814,0,265,117,148,0,organic,2015,StLouis
33,2015/5/10,200,3593.05,1578,1821,0,194,80,114,0,organic,2015,StLouis
34,2015/5/3,200,3240.47,1378,1721,0,142,57,85,0,organic,2015,StLouis
35,2015/4/26,203,3030.87,1097,1659,0,275,73,202,0,organic,2015,StLouis
36,2015/4/19,209,3324.7,1373,1894,0,58,7,51,0,organic,2015,StLouis
37,2015/4/12,205,3217.19,1375,1735,0,107,107,0,0,organic,2015,StLouis
38,2015/4/5,213,3420.17,1255,2065,0,100,100,0,0,organic,2015,StLouis
39,2015/3/29,209,3137.41,1054,2013,0,70,70,0,0,organic,2015,StLouis
40,2015/3/22,183,3795.21,1306,2489,0,0,0,0,0,organic,2015,StLouis
41,2015/3/15,181,3409.93,1322,2068,0,20,20,0,0,organic,2015,StLouis
42,2015/3/8,165,2261.62,1433,676,0,153,153,0,0,organic,2015,StLouis
43,2015/3/1,185,3534.37,1100,2331,0,103,103,0,0,organic,2015,StLouis
44,2015/2/22,180,3091.01,1268,1776,0,47,47,0,0,organic,2015,StLouis
45,2015/2/15,182,4234.28,1691,2273,0,270,270,0,0,organic,2015,StLouis
46,2015/2/8,189,3707.77,1602,1353,0,753,753,0,0,organic,2015,StLouis
47,2015/2/1,193,2688.02,912,1426,0,350,350,0,0,organic,2015,StLouis
48,2015/1/25,193,4131.86,1527,2032,0,573,573,0,0,organic,2015,StLouis
49,2015/1/18,192,2923.4,2410,213,0,300,300,0,0,organic,2015,StLouis
50,2015/1/11,184,3762.18,1909,1590,0,263,263,0,0,organic,2015,StLouis
51,2015/1/4,180,3597.07,1552,1521,0,523,523,0,0,organic,2015,StLouis
0,2015/12/27,154,1652.19,0,73,0,1579,1336,243,0,organic,2015,Syracuse
1,2015/12/20,153,2491.77,0,73,0,2419,2119,300,0,organic,2015,Syracuse
2,2015/12/13,153,2134.92,1,124,0,2009,1223,786,0,organic,2015,Syracuse
3,2015/12/6,156,1803,0,54,0,1749,1738,11,0,organic,2015,Syracuse
4,2015/11/29,159,1023.37,4,40,0,980,980,0,0,organic,2015,Syracuse
5,2015/11/22,163,1052.37,0,49,0,1004,1004,0,0,organic,2015,Syracuse
6,2015/11/15,164,1350.16,0,114,0,1236,1236,0,0,organic,2015,Syracuse
7,2015/11/8,160,1552.91,3,138,0,1412,1409,3,0,organic,2015,Syracuse
8,2015/11/1,165,1038.67,1,76,0,961,961,0,0,organic,2015,Syracuse
9,2015/10/25,160,1566.33,0,92,0,1475,1475,0,0,organic,2015,Syracuse
10,2015/10/18,161,1398.54,0,59,0,1339,1337,3,0,organic,2015,Syracuse
11,2015/10/11,157,1599.13,0,27,0,1573,1573,0,0,organic,2015,Syracuse
12,2015/10/4,164,1130.91,0,72,0,1059,1059,0,0,organic,2015,Syracuse
13,2015/9/27,172,657.42,1,72,0,584,584,0,0,organic,2015,Syracuse
14,2015/9/20,168,876.35,5,122,0,750,750,0,0,organic,2015,Syracuse
15,2015/9/13,161,1602.4,0,102,0,1500,1500,0,0,organic,2015,Syracuse
16,2015/9/6,160,2097.4,0,107,0,1990,1990,0,0,organic,2015,Syracuse
17,2015/8/30,168,940.43,1,56,0,883,883,0,0,organic,2015,Syracuse
18,2015/8/23,162,1617.91,3,87,0,1528,1528,0,0,organic,2015,Syracuse
19,2015/8/16,186,588.87,0,68,0,521,521,0,0,organic,2015,Syracuse
20,2015/8/9,166,1295.6,16,53,0,1227,1227,0,0,organic,2015,Syracuse
21,2015/8/2,198,894.87,5,131,0,759,755,3,0,organic,2015,Syracuse
22,2015/7/26,192,1069.67,55,97,0,918,911,7,0,organic,2015,Syracuse
23,2015/7/19,207,482.26,0,76,0,407,407,0,0,organic,2015,Syracuse
24,2015/7/12,205,419.98,0,63,0,357,357,0,0,organic,2015,Syracuse
25,2015/7/5,184,1014.02,1,65,0,948,948,0,0,organic,2015,Syracuse
26,2015/6/28,186,1643.24,4,81,0,1559,1536,22,0,organic,2015,Syracuse
27,2015/6/21,188,896.16,9,67,0,820,739,81,0,organic,2015,Syracuse
28,2015/6/14,191,1365.23,1,164,0,1200,1200,0,0,organic,2015,Syracuse
29,2015/6/7,177,2145.03,0,50,0,2095,2095,0,0,organic,2015,Syracuse
30,2015/5/31,181,2520.87,0,123,0,2398,2398,0,0,organic,2015,Syracuse
31,2015/5/24,180,2279.15,7,104,0,2168,2168,0,0,organic,2015,Syracuse
32,2015/5/17,174,2080.23,11,90,0,1979,1979,0,0,organic,2015,Syracuse
33,2015/5/10,185,2269.27,1,230,0,2038,2038,0,0,organic,2015,Syracuse
34,2015/5/3,184,2721.25,6,102,0,2613,2613,0,0,organic,2015,Syracuse
35,2015/4/26,177,2102.93,2,46,0,2055,2055,0,0,organic,2015,Syracuse
36,2015/4/19,183,1062.54,3,58,0,1001,1001,0,0,organic,2015,Syracuse
37,2015/4/12,171,1742.87,0,48,0,1695,1695,0,0,organic,2015,Syracuse
38,2015/4/5,176,1690.53,2,105,0,1584,1584,0,0,organic,2015,Syracuse
39,2015/3/29,182,753.78,0,127,0,627,627,0,0,organic,2015,Syracuse
40,2015/3/22,176,810.61,0,193,0,617,617,0,0,organic,2015,Syracuse
41,2015/3/15,167,846.47,0,134,0,712,712,0,0,organic,2015,Syracuse
42,2015/3/8,160,1884.54,2,163,0,1719,1719,0,0,organic,2015,Syracuse
43,2015/3/1,159,2108.82,0,99,0,2010,2010,0,0,organic,2015,Syracuse
44,2015/2/22,157,1926.71,4,51,0,1872,1872,0,0,organic,2015,Syracuse
45,2015/2/15,172,561.1,0,48,0,513,513,0,0,organic,2015,Syracuse
46,2015/2/8,165,1283.8,0,115,0,1169,1169,0,0,organic,2015,Syracuse
47,2015/2/1,165,1285.09,4,112,0,1170,1170,0,0,organic,2015,Syracuse
48,2015/1/25,177,845.05,1,131,0,713,713,0,0,organic,2015,Syracuse
49,2015/1/18,184,627.8,0,151,0,476,476,0,0,organic,2015,Syracuse
50,2015/1/11,166,762.15,1,196,0,565,565,0,0,organic,2015,Syracuse
51,2015/1/4,172,593.39,0,103,0,491,491,0,0,organic,2015,Syracuse
0,2015/12/27,163,2161.84,875,18,0,1270,1217,53,0,organic,2015,Tampa
1,2015/12/20,179,2078.74,1214,11,0,853,853,0,0,organic,2015,Tampa
2,2015/12/13,176,1844.95,948,25,0,872,872,0,0,organic,2015,Tampa
3,2015/12/6,176,1739.62,920,16,0,803,803,0,0,organic,2015,Tampa
4,2015/11/29,173,1685.8,792,9,0,885,885,0,0,organic,2015,Tampa
5,2015/11/22,178,1983.73,1113,63,0,807,797,10,0,organic,2015,Tampa
6,2015/11/15,175,2807.44,1455,44,0,1308,1304,3,0,organic,2015,Tampa
7,2015/11/8,174,1802.37,871,10,0,921,921,0,0,organic,2015,Tampa
8,2015/11/1,150,1541.99,9,0,0,1533,1530,3,0,organic,2015,Tampa
9,2015/10/25,149,1098.67,2,0,0,1097,1097,0,0,organic,2015,Tampa
10,2015/10/18,149,1162.28,1,1,0,1160,1160,0,0,organic,2015,Tampa
11,2015/10/11,150,1732.8,5,1,0,1727,1727,0,0,organic,2015,Tampa
12,2015/10/4,147,1402.83,15,0,0,1387,1387,0,0,organic,2015,Tampa
13,2015/9/27,131,930.74,8,0,0,923,923,0,0,organic,2015,Tampa
14,2015/9/20,146,1738.65,28,0,0,1710,1710,0,0,organic,2015,Tampa
15,2015/9/13,143,1254.81,10,5,0,1240,1240,0,0,organic,2015,Tampa
16,2015/9/6,149,1786.45,19,0,0,1768,1768,0,0,organic,2015,Tampa
17,2015/8/30,148,1279.51,6,1,0,1272,1272,0,0,organic,2015,Tampa
18,2015/8/23,150,998.28,7,1,0,990,990,0,0,organic,2015,Tampa
19,2015/8/16,150,1187.99,4,4,0,1180,1180,0,0,organic,2015,Tampa
20,2015/8/9,150,1250.53,5,2,0,1243,1243,0,0,organic,2015,Tampa
21,2015/8/2,150,1200.48,7,0,0,1193,1193,0,0,organic,2015,Tampa
22,2015/7/26,149,697.76,6,0,0,692,692,0,0,organic,2015,Tampa
23,2015/7/19,142,1108.9,19,0,0,1090,1090,0,0,organic,2015,Tampa
24,2015/7/12,163,2377.5,307,4,0,2067,2067,0,0,organic,2015,Tampa
25,2015/7/5,190,2108.32,1116,2,0,990,990,0,0,organic,2015,Tampa
26,2015/6/28,181,2098.65,1325,4,0,770,770,0,0,organic,2015,Tampa
27,2015/6/21,184,1346.16,915,17,0,415,415,0,0,organic,2015,Tampa
28,2015/6/14,173,2026.74,934,6,0,1087,1087,0,0,organic,2015,Tampa
29,2015/6/7,171,2275.26,972,9,0,1294,1294,0,0,organic,2015,Tampa
30,2015/5/31,172,2091.42,943,6,0,1142,1142,0,0,organic,2015,Tampa
31,2015/5/24,170,1961.33,804,7,0,1150,1150,0,0,organic,2015,Tampa
32,2015/5/17,169,1916.43,983,4,0,930,930,0,0,organic,2015,Tampa
33,2015/5/10,169,2622.05,1063,16,0,1543,1543,0,0,organic,2015,Tampa
34,2015/5/3,134,3590.4,2342,18,0,1230,1230,0,0,organic,2015,Tampa
35,2015/4/26,131,3775.87,3031,17,0,729,729,0,0,organic,2015,Tampa
36,2015/4/19,148,3118.18,907,23,0,2188,2188,0,0,organic,2015,Tampa
37,2015/4/12,169,1723.93,891,27,0,805,805,0,0,organic,2015,Tampa
38,2015/4/5,172,1998.39,922,6,0,1070,1070,0,0,organic,2015,Tampa
39,2015/3/29,173,2210.49,1045,8,0,1157,1157,0,0,organic,2015,Tampa
40,2015/3/22,168,3313.75,1191,13,0,2110,2110,0,0,organic,2015,Tampa
41,2015/3/15,168,2301.7,852,6,0,1443,1443,0,0,organic,2015,Tampa
42,2015/3/8,165,2681.85,833,6,0,1843,1843,0,0,organic,2015,Tampa
43,2015/3/1,163,2901.01,787,7,0,2107,2107,0,0,organic,2015,Tampa
44,2015/2/22,168,2650.48,965,8,0,1677,1677,0,0,organic,2015,Tampa
45,2015/2/15,175,1986.05,990,2,0,993,993,0,0,organic,2015,Tampa
46,2015/2/8,165,2953.53,883,7,0,2063,2063,0,0,organic,2015,Tampa
47,2015/2/1,168,2109.19,762,20,0,1327,1327,0,0,organic,2015,Tampa
48,2015/1/25,175,1460.04,715,18,0,727,727,0,0,organic,2015,Tampa
49,2015/1/18,173,1751.2,811,24,0,917,917,0,0,organic,2015,Tampa
50,2015/1/11,184,1258.62,814,44,0,400,400,0,0,organic,2015,Tampa
51,2015/1/4,170,1885.48,749,30,0,1107,1107,0,0,organic,2015,Tampa
0,2015/12/27,152,549787.59,89710,206199,5836,248043,142263,105780,0,organic,2015,TotalUS
1,2015/12/20,153,531478.24,93849,205909,8733,222987,130419,92568,0,organic,2015,TotalUS
2,2015/12/13,143,624300.31,91838,222315,11646,298502,149768,148734,0,organic,2015,TotalUS
3,2015/12/6,152,514112.96,90203,212583,4066,207261,108684,98576,0,organic,2015,TotalUS
4,2015/11/29,150,507830.81,79216,208733,3749,216133,91658,124474,0,organic,2015,TotalUS
5,2015/11/22,149,584276.79,95223,249687,3686,235681,99537,136143,0,organic,2015,TotalUS
6,2015/11/15,160,511347.26,109494,225216,3600,173037,120816,52221,0,organic,2015,TotalUS
7,2015/11/8,154,605197.12,167255,249161,4458,184323,124420,59903,0,organic,2015,TotalUS
8,2015/11/1,147,647789.17,113380,262560,6583,265266,139244,126022,0,organic,2015,TotalUS
9,2015/10/25,162,560830.54,109006,244223,6181,201420,116815,84605,0,organic,2015,TotalUS
10,2015/10/18,171,518034.86,108698,224038,5200,180099,101576,78523,0,organic,2015,TotalUS
11,2015/10/11,169,519892.67,93015,230654,4792,191432,101954,89478,0,organic,2015,TotalUS
12,2015/10/4,172,557392.73,95394,269237,4093,188669,106372,82297,0,organic,2015,TotalUS
13,2015/9/27,175,501814.87,114590,238175,4547,144503,81095,63408,0,organic,2015,TotalUS
14,2015/9/20,177,515240.82,126318,244951,4881,139091,91117,47974,0,organic,2015,TotalUS
15,2015/9/13,180,552059.64,133928,251787,5154,161190,108343,52848,0,organic,2015,TotalUS
16,2015/9/6,178,593797.17,132182,271785,5891,183940,122147,61793,0,organic,2015,TotalUS
17,2015/8/30,166,670005.94,150925,325443,5570,188068,113122,74946,0,organic,2015,TotalUS
18,2015/8/23,172,666276.26,176724,298093,5985,185475,119991,65484,0,organic,2015,TotalUS
19,2015/8/16,175,644689.71,150877,310230,6215,177368,107594,69774,0,organic,2015,TotalUS
20,2015/8/9,100,625259,170184,269330,6905,178838,126058,52779,0,organic,2015,TotalUS
21,2015/8/2,100,573873,164126,263359,5115,141271,93120,48151,0,organic,2015,TotalUS
22,2015/7/26,100,580826,169940,266249,4391,140244,71807,68436,0,organic,2015,TotalUS
23,2015/7/19,100,650389,159752,317728,4758,168149,81667,86482,0,organic,2015,TotalUS
24,2015/7/12,100,608845,178871,267353,5093,157526,80220,77305,0,organic,2015,TotalUS
25,2015/7/5,100,668233,205073,304597,6251,152309,88261,64048,0,organic,2015,TotalUS
26,2015/6/28,164,659947.03,192182,332739,5957,129069,80006,49062,0,organic,2015,TotalUS
27,2015/6/21,166,638192.89,202071,304368,6264,125489,76906,48583,0,organic,2015,TotalUS
28,2015/6/14,168,646098.42,203022,278912,6902,157263,106154,51109,0,organic,2015,TotalUS
29,2015/6/7,167,640448.59,200483,264483,6286,169196,109860,59336,0,organic,2015,TotalUS
30,2015/5/31,158,716942.71,205250,333301,6835,171557,117665,53892,0,organic,2015,TotalUS
31,2015/5/24,159,714266.31,234692,293554,6911,179109,116181,62928,0,organic,2015,TotalUS
32,2015/5/17,150,761972.65,246278,312193,22024,181477,120662,60815,0,organic,2015,TotalUS
33,2015/5/10,142,861671.11,251602,349908,6213,253948,127774,126174,0,organic,2015,TotalUS
34,2015/5/3,137,912681.57,323884,380651,8952,199196,119498,79697,0,organic,2015,TotalUS
35,2015/4/26,145,872239.07,321733,379382,6150,164974,113576,51398,0,organic,2015,TotalUS
36,2015/4/19,159,675907.97,215284,301784,6466,152375,113428,38947,0,organic,2015,TotalUS
37,2015/4/12,153,810018.27,202491,428607,6179,172740,117569,55171,0,organic,2015,TotalUS
38,2015/4/5,163,661842.02,197747,275596,6435,182065,131693,50372,0,organic,2015,TotalUS
39,2015/3/29,160,674551.02,193274,324920,5794,150563,113704,36860,0,organic,2015,TotalUS
40,2015/3/22,149,682640.03,237139,320354,5291,119856,83555,36301,0,organic,2015,TotalUS
41,2015/3/15,150,644584.67,235569,258476,5309,145231,109325,35906,0,organic,2015,TotalUS
42,2015/3/8,149,783913.05,253078,327972,5659,197204,169303,27901,0,organic,2015,TotalUS
43,2015/3/1,140,814484.79,361997,275459,5556,171473,148488,22985,0,organic,2015,TotalUS
44,2015/2/22,151,673446.69,272595,230343,4884,165625,133315,32311,0,organic,2015,TotalUS
45,2015/2/15,158,616177,207651,228653,4950,174923,140602,34321,0,organic,2015,TotalUS
46,2015/2/8,148,730874.31,215658,273898,5317,236002,179887,56114,0,organic,2015,TotalUS
47,2015/2/1,136,740896.97,302561,259286,5852,173197,129953,43244,0,organic,2015,TotalUS
48,2015/1/25,153,556368.86,207495,212312,4754,131808,95965,35843,0,organic,2015,TotalUS
49,2015/1/18,142,713120,254320,311811,4021,142969,101850,41118,0,organic,2015,TotalUS
50,2015/1/11,142,669528.88,270967,260972,3830,133760,106844,26916,0,organic,2015,TotalUS
51,2015/1/4,146,612910.15,233286,216611,4371,158642,115069,43573,0,organic,2015,TotalUS
0,2015/12/27,146,142710.36,29880,48417,39,64375,17465,46910,0,organic,2015,West
1,2015/12/20,145,144120.63,30115,45111,39,68856,12937,55919,0,organic,2015,West
2,2015/12/13,116,228520.16,29083,68810,68,130559,28892,101667,0,organic,2015,West
3,2015/12/6,139,139927.17,22320,49596,61,67950,3623,64327,0,organic,2015,West
4,2015/11/29,126,174210.66,22168,57717,102,94223,1723,92500,0,organic,2015,West
5,2015/11/22,129,223979.09,28451,77160,124,118244,2251,115993,0,organic,2015,West
6,2015/11/15,161,124812.43,36788,44774,72,43178,5680,37498,0,organic,2015,West
7,2015/11/8,136,201480.84,89840,65551,149,45941,5015,40926,0,organic,2015,West
8,2015/11/1,123,242525.92,37553,78354,535,126083,25675,100409,0,organic,2015,West
9,2015/10/25,159,140994.25,27321,49104,121,64448,5154,59294,0,organic,2015,West
10,2015/10/18,169,139473.83,34482,51719,66,53207,5835,47373,0,organic,2015,West
11,2015/10/11,166,143146.85,27828,57062,56,58201,2438,55763,0,organic,2015,West
12,2015/10/4,161,176416.14,27948,79505,59,68904,2908,65996,0,organic,2015,West
13,2015/9/27,165,143436.75,35384,51664,55,56333,2226,54107,0,organic,2015,West
14,2015/9/20,173,119727.18,34304,41160,32,44231,1314,42917,0,organic,2015,West
15,2015/9/13,183,135524.9,39528,48061,51,47885,4197,43688,0,organic,2015,West
16,2015/9/6,183,147088.73,42938,53809,34,50308,3184,47124,0,organic,2015,West
17,2015/8/30,154,220337.3,50269,112276,46,57746,5955,51791,0,organic,2015,West
18,2015/8/23,175,182568.08,62742,68169,86,51571,8055,43517,0,organic,2015,West
19,2015/8/16,167,214374.59,58956,90742,18,64659,6931,57728,0,organic,2015,West
20,2015/8/9,177,170475.9,66286,54803,51,49335,7937,41398,0,organic,2015,West
21,2015/8/2,181,160585.07,67553,54446,90,38496,3646,34850,0,organic,2015,West
22,2015/7/26,186,159233.08,60876,63812,131,34414,2726,31688,0,organic,2015,West
23,2015/7/19,156,227872.88,61195,120178,129,46371,3358,43013,0,organic,2015,West
24,2015/7/12,181,161657.89,64134,62394,82,35048,6307,28741,0,organic,2015,West
25,2015/7/5,171,195265.06,77241,71890,310,45824,8289,37534,0,organic,2015,West
26,2015/6/28,159,228925.49,72926,121232,211,34557,4069,30488,0,organic,2015,West
27,2015/6/21,157,214929.13,79626,96596,135,38572,5632,32940,0,organic,2015,West
28,2015/6/14,171,194492.22,79177,72391,282,42641,9417,33225,0,organic,2015,West
29,2015/6/7,174,192122.01,81831,74180,122,35989,7352,28637,0,organic,2015,West
30,2015/5/31,153,251074.96,84138,124169,116,42652,8790,33862,0,organic,2015,West
31,2015/5/24,160,203951.84,90538,69104,87,44223,7078,37145,0,organic,2015,West
32,2015/5/17,149,229340.78,106530,76061,59,46691,12622,34068,0,organic,2015,West
33,2015/5/10,147,233387.28,103401,77718,127,52141,10767,41374,0,organic,2015,West
34,2015/5/3,124,378778.68,208996,121445,243,48095,10896,37199,0,organic,2015,West
35,2015/4/26,127,389892.07,183001,163634,524,42732,9833,32899,0,organic,2015,West
36,2015/4/19,158,191660.54,81644,75402,173,34442,5925,28516,0,organic,2015,West
37,2015/4/12,150,262870.62,65227,148667,100,48877,6464,42413,0,organic,2015,West
38,2015/4/5,169,194132.3,69519,82145,79,42389,8993,33396,0,organic,2015,West
39,2015/3/29,154,263845.02,71335,151939,36,40535,6885,33649,0,organic,2015,West
40,2015/3/22,143,271984.49,94041,143155,67,34721,3744,30978,0,organic,2015,West
41,2015/3/15,141,236130.36,100362,106186,69,29512,7667,21846,0,organic,2015,West
42,2015/3/8,137,330353.76,119664,178258,177,32255,14940,17314,0,organic,2015,West
43,2015/3/1,140,218957.86,110459,81475,312,26712,12553,14160,0,organic,2015,West
44,2015/2/22,148,188334.19,87489,70229,169,30447,6976,23471,0,organic,2015,West
45,2015/2/15,158,166334.97,60976,72230,105,33024,7284,25740,0,organic,2015,West
46,2015/2/8,140,246616.27,64859,116793,65,64900,17633,47266,0,organic,2015,West
47,2015/2/1,134,216484.22,89600,82183,185,44517,11083,33433,0,organic,2015,West
48,2015/1/25,152,166494.38,61454,68625,749,35666,9756,25910,0,organic,2015,West
49,2015/1/18,133,251749.94,64329,147608,69,39744,7442,32302,0,organic,2015,West
50,2015/1/11,139,223156.55,80139,111395,64,31559,9297,22262,0,organic,2015,West
51,2015/1/4,140,187548.3,70314,72942,24,44268,10024,34244,0,organic,2015,West
0,2015/12/27,181,7155.63,1479,2630,14,3033,2856,178,0,organic,2015,WestTexNewMexico
1,2015/12/20,192,6255.19,1512,2407,12,2324,2214,110,0,organic,2015,WestTexNewMexico
2,2015/12/13,180,7836.65,2194,2981,26,2635,2598,37,0,organic,2015,WestTexNewMexico
3,2015/11/29,208,4638.1,1395,2238,62,943,943,0,0,organic,2015,WestTexNewMexico
4,2015/11/22,197,6249.43,1733,2874,31,1611,1590,21,0,organic,2015,WestTexNewMexico
5,2015/11/15,192,8175.94,1925,3271,17,2963,2947,16,0,organic,2015,WestTexNewMexico
6,2015/11/8,198,7603.07,2198,3139,26,2239,2223,16,0,organic,2015,WestTexNewMexico
7,2015/11/1,192,7296.25,1652,3124,0,2520,2520,0,0,organic,2015,WestTexNewMexico
8,2015/10/25,200,6447.44,1235,2896,0,2317,2317,0,0,organic,2015,WestTexNewMexico
9,2015/10/18,202,7664.36,1524,3491,0,2650,2607,43,0,organic,2015,WestTexNewMexico
10,2015/10/11,205,7346.43,1544,3602,0,2200,2173,27,0,organic,2015,WestTexNewMexico
11,2015/10/4,201,8059.96,1691,3622,0,2747,2723,24,0,organic,2015,WestTexNewMexico
12,2015/9/27,176,8150.95,1500,5237,0,1413,1407,7,0,organic,2015,WestTexNewMexico
13,2015/9/20,219,5023.44,896,2912,0,1215,1190,25,0,organic,2015,WestTexNewMexico
14,2015/9/13,199,6608.39,1310,3114,0,2184,1763,421,0,organic,2015,WestTexNewMexico
15,2015/9/6,178,10554.69,3495,3557,0,3503,2867,636,0,organic,2015,WestTexNewMexico
16,2015/8/30,169,11459.06,4328,3912,0,3219,2383,836,0,organic,2015,WestTexNewMexico
17,2015/8/23,161,11341.36,5071,3018,0,3253,2217,1036,0,organic,2015,WestTexNewMexico
18,2015/8/16,166,11538.97,3285,5435,0,2819,2727,93,0,organic,2015,WestTexNewMexico
19,2015/8/9,186,10167.7,3994,3546,0,2628,2517,111,0,organic,2015,WestTexNewMexico
20,2015/8/2,190,8369.4,4239,3463,0,667,597,70,0,organic,2015,WestTexNewMexico
21,2015/7/26,184,7977.11,2951,3851,0,1175,960,215,0,organic,2015,WestTexNewMexico
22,2015/7/19,174,6864.82,2503,3494,0,868,267,601,0,organic,2015,WestTexNewMexico
23,2015/7/12,196,6689.54,2450,3543,0,697,553,144,0,organic,2015,WestTexNewMexico
24,2015/7/5,158,13816.71,6430,4300,0,3086,2745,342,0,organic,2015,WestTexNewMexico
25,2015/6/28,158,11456.41,5443,3746,0,2267,1460,807,0,organic,2015,WestTexNewMexico
26,2015/6/21,166,11100.27,5295,4443,0,1362,1035,327,0,organic,2015,WestTexNewMexico
27,2015/6/14,155,13506.32,4106,5783,0,3618,2707,911,0,organic,2015,WestTexNewMexico
28,2015/6/7,148,13363.66,5337,4286,0,3740,2190,1550,0,organic,2015,WestTexNewMexico
29,2015/5/31,139,13968.18,5389,5290,0,3289,1949,1340,0,organic,2015,WestTexNewMexico
30,2015/5/24,138,14314.2,6546,4514,0,3254,1827,1428,0,organic,2015,WestTexNewMexico
31,2015/5/17,142,16514.55,7604,5426,0,3484,1937,1548,0,organic,2015,WestTexNewMexico
